REGION,SEX_C2,AGE_C7,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X99
6,Female,6,1645.00,745.00,1266.00,2614.00,3137.00,2354.00,5748.00,1481.00,4903.00,1433.00,2825.00,1345.00,7328.00,291.00,851.00,707.00,967.00,1916.00,200.00,1209.00
6,Female,7,4641.00,1369.00,2207.00,4163.00,4054.00,2060.00,6933.00,788.00,2397.00,1165.00,1748.00,656.00,3782.00,88.00,325.00,348.00,489.00,910.00,61.00,1340.00
7,Male,1,438.00,64.00,87.00,83.00,238.00,205.00,321.00,368.00,2440.00,937.00,1926.00,904.00,15371.00,2370.00,3800.00,2895.00,1870.00,1239.00,18.00,1173.00
7,Male,2,512.00,69.00,106.00,116.00,335.00,258.00,439.00,415.00,3191.00,1040.00,2144.00,989.00,15472.00,809.00,1838.00,2312.00,2293.00,5278.00,271.00,998.00
7,Male,3,987.00,261.00,324.00,550.00,987.00,848.00,1273.00,999.00,8712.00,1877.00,3891.00,1725.00,25526.00,602.00,2236.00,3001.00,2766.00,7452.00,1168.00,1374.00
7,Male,4,1185.00,474.00,750.00,1293.00,2098.00,1850.00,3154.00,2404.00,14458.00,2185.00,3970.00,1907.00,20898.00,342.00,1450.00,2163.00,1694.00,4483.00,966.00,1446.00
7,Male,5,1725.00,821.00,1383.00,2448.00,3461.00,2930.00,4563.00,3246.00,14578.00,2432.00,3661.00,1973.00,16534.00,213.00,1070.00,1298.00,1053.00,2673.00,593.00,1535.00
7,Male,6,2420.00,1122.00,1796.00,3142.00,3559.00,2299.00,5260.00,1802.00,6836.00,1467.00,2577.00,1176.00,7552.00,156.00,563.00,795.00,1011.00,2236.00,421.00,1335.00
7,Male,7,6144.00,1899.00,2584.00,3962.00,3661.00,1715.00,4940.00,709.00,2395.00,831.00,1525.00,703.00,3562.00,76.00,320.00,405.00,459.00,1214.00,192.00,1264.00
7,Female,1,330.00,50.00,47.00,42.00,202.00,114.00,213.00,316.00,1380.00,786.00,1411.00,810.00,14887.00,2630.00,5188.00,4321.00,2426.00,1765.00,19.00,1195.00
7,Female,2,386.00,47.00,59.00,58.00,242.00,157.00,323.00,390.00,2107.00,890.00,1584.00,959.00,15442.00,917.00,2665.00,3643.00,2863.00,6878.00,378.00,870.00
7,Female,3,728.00,158.00,275.00,375.00,933.00,860.00,1569.00,1347.00,6685.00,1497.00,3387.00,1548.00,29096.00,861.00,2911.00,4224.00,3173.00,9401.00,1290.00,1254.00
7,Female,4,1066.00,394.00,597.00,966.00,1906.00,2059.00,3802.00,2936.00,11654.00,2161.00,4051.00,2033.00,25987.00,514.00,2193.00,2950.00,1718.00,4775.00,760.00,1372.00
7,Female,5,1581.00,713.00,1184.00,2186.00,3372.00,3360.00,5121.00,3689.00,12285.00,2329.00,4019.00,2191.00,19752.00,401.00,1537.00,1597.00,1503.00,2811.00,498.00,1562.00
7,Female,6,2571.00,1124.00,1878.00,3313.00,3704.00,2786.00,5830.00,1832.00,5375.00,1647.00,2837.00,1587.00,8193.00,198.00,721.00,890.00,1232.00,2466.00,273.00,1409.00
7,Female,7,7044.00,1873.00,3015.00,4966.00,4762.00,2294.00,6660.00,859.00,2795.00,1237.00,1953.00,849.00,4342.00,85.00,362.00,385.00,570.00,1232.00,85.00,1721.00
16,Male,1,215.00,18.00,24.00,40.00,91.00,65.00,163.00,173.00,916.00,362.00,714.00,392.00,6303.00,1025.00,1843.00,1425.00,991.00,649.00,12.00,495.00
16,Male,2,213.00,37.00,31.00,37.00,96.00,85.00,180.00,172.00,1292.00,428.00,810.00,409.00,6322.00,346.00,952.00,1008.00,1179.00,2362.00,114.00,391.00
16,Male,3,398.00,85.00,147.00,241.00,422.00,375.00,605.00,478.00,3548.00,744.00,1490.00,715.00,11157.00,312.00,1081.00,1243.00,1446.00,3225.00,463.00,576.00
16,Male,4,539.00,239.00,341.00,541.00,868.00,900.00,1644.00,1097.00,6351.00,1105.00,1734.00,907.00,9938.00,171.00,728.00,1020.00,872.00,1936.00,420.00,655.00
16,Male,5,707.00,378.00,592.00,1124.00,1535.00,1224.00,2466.00,1543.00,6835.00,1252.00,1723.00,925.00,8001.00,117.00,542.00,641.00,537.00,1370.00,259.00,715.00
16,Male,6,973.00,517.00,835.00,1361.00,1624.00,1138.00,2852.00,811.00,3338.00,637.00,1405.00,572.00,3115.00,78.00,307.00,412.00,503.00,1179.00,205.00,594.00
16,Male,7,2857.00,1021.00,1377.00,2024.00,1815.00,840.00,2666.00,326.00,1219.00,386.00,813.00,355.00,1661.00,31.00,173.00,209.00,258.00,692.00,104.00,666.00
16,Female,1,121.00,19.00,16.00,25.00,66.00,36.00,82.00,116.00,500.00,326.00,592.00,360.00,5883.00,1247.00,2557.00,2071.00,1391.00,1022.00,11.00,446.00
16,Female,2,178.00,11.00,26.00,23.00,89.00,42.00,135.00,151.00,803.00,321.00,658.00,375.00,6325.00,444.00,1221.00,1562.00,1519.00,3331.00,169.00,335.00
16,Female,3,344.00,68.00,117.00,155.00,321.00,341.00,710.00,607.00,2913.00,684.00,1344.00,698.00,12784.00,437.00,1531.00,1853.00,1916.00,4356.00,545.00,518.00
16,Female,4,486.00,199.00,271.00,457.00,837.00,888.00,2071.00,1292.00,5337.00,1031.00,1775.00,955.00,12403.00,317.00,1320.00,1542.00,986.00,2218.00,406.00,653.00
16,Female,5,660.00,334.00,565.00,996.00,1403.00,1487.00,2955.00,1712.00,5670.00,1216.00,1798.00,1044.00,9228.00,287.00,881.00,864.00,628.00,1351.00,254.00,755.00
16,Female,6,1039.00,549.00,847.00,1666.00,1746.00,1344.00,3195.00,843.00,2569.00,785.00,1466.00,867.00,3627.00,129.00,355.00,450.00,640.00,1315.00,126.00,647.00
16,Female,7,3385.00,1103.00,1727.00,2739.00,2427.00,1288.00,3604.00,493.00,1361.00,633.00,1034.00,445.00,2170.00,69.00,203.00,201.00,264.00,720.00,53.00,891.00
8,Male,1,591.00,52.00,49.00,78.00,269.00,205.00,319.00,442.00,2457.00,1388.00,2642.00,1294.00,20828.00,5473.00,9341.00,7167.00,4570.00,2873.00,65.00,1634.00
8,Male,2,559.00,54.00,86.00,99.00,285.00,267.00,412.00,464.00,2988.00,1437.00,2829.00,1426.00,19751.00,1942.00,4653.00,5275.00,5025.00,10677.00,821.00,1264.00
8,Male,3,1105.00,241.00,310.00,475.00,977.00,777.00,1276.00,1063.00,7416.00,2442.00,5156.00,2561.00,35292.00,1635.00,5633.00,6728.00,6004.00,14381.00,2623.00,1745.00
8,Male,4,1412.00,463.00,779.00,1183.00,2057.00,1786.00,2871.00,2328.00,12511.00,3368.00,6088.00,3491.00,33746.00,934.00,4064.00,5143.00,4004.00,8619.00,2248.00,1692.00
8,Male,5,1866.00,850.00,1288.00,2161.00,3226.00,2664.00,4334.00,3107.00,14939.00,4274.00,6614.00,3897.00,29026.00,610.00,2667.00,3529.00,2465.00,5700.00,1347.00,1866.00
8,Male,6,2195.00,1052.00,1616.00,2729.00,3199.00,2244.00,6107.00,2293.00,8411.00,2643.00,5583.00,2420.00,11669.00,442.00,1472.00,2168.00,1882.00,4173.00,827.00,1628.00
8,Male,7,5086.00,1797.00,2787.00,4250.00,4152.00,2043.00,7852.00,1104.00,3696.00,1636.00,2936.00,1180.00,5777.00,200.00,770.00,981.00,869.00,2376.00,347.00,1651.00
8,Female,1,461.00,37.00,49.00,44.00,170.00,120.00,202.00,331.00,1674.00,1064.00,1997.00,1210.00,18359.00,5856.00,10790.00,8940.00,5542.00,3945.00,85.00,1567.00
8,Female,2,426.00,31.00,72.00,56.00,200.00,150.00,320.00,403.00,2205.00,1151.00,2221.00,1281.00,18418.00,1989.00,5334.00,6696.00,6030.00,14054.00,1073.00,1194.00
8,Female,3,957.00,183.00,253.00,403.00,960.00,994.00,1604.00,1384.00,6477.00,2129.00,4535.00,2316.00,38628.00,2005.00,6575.00,8397.00,6882.00,17771.00,3278.00,1613.00
8,Female,4,1495.00,460.00,740.00,1215.00,2290.00,2370.00,3834.00,3130.00,11923.00,3158.00,5914.00,3456.00,40612.00,1440.00,5248.00,6321.00,4014.00,8872.00,2078.00,1676.00
8,Female,5,2213.00,920.00,1439.00,2753.00,4050.00,3786.00,5755.00,4118.00,14347.00,4183.00,6584.00,4622.00,32725.00,1078.00,3702.00,3769.00,2430.00,5573.00,1027.00,1867.00
8,Female,6,3297.00,1379.00,2409.00,4229.00,4465.00,3138.00,7526.00,2388.00,7562.00,2988.00,5466.00,3273.00,12938.00,630.00,1613.00,1764.00,2086.00,4584.00,536.00,1813.00
8,Female,7,8181.00,2425.00,4271.00,6953.00,6310.00,3210.00,11433.00,1451.00,4499.00,2349.00,3632.00,1398.00,7262.00,260.00,819.00,829.00,1049.00,2408.00,198.00,2409.00
9,Male,1,381.00,45.00,64.00,64.00,202.00,108.00,266.00,347.00,1702.00,907.00,1805.00,1061.00,14499.00,2329.00,4111.00,3168.00,1852.00,1311.00,19.00,1254.00
9,Male,2,409.00,58.00,86.00,71.00,206.00,171.00,332.00,353.00,2133.00,910.00,1892.00,1025.00,13794.00,824.00,1921.00,2294.00,1963.00,5149.00,314.00,1002.00
9,Male,3,820.00,176.00,243.00,362.00,760.00,723.00,1317.00,1079.00,5976.00,1527.00,3334.00,1619.00,23361.00,706.00,2288.00,2633.00,2393.00,7541.00,1188.00,1443.00
9,Male,4,967.00,375.00,575.00,966.00,1564.00,1563.00,3066.00,2296.00,10485.00,2176.00,3839.00,2151.00,19127.00,383.00,1613.00,2002.00,1612.00,4553.00,1075.00,1625.00
9,Male,5,1224.00,590.00,1036.00,1813.00,2477.00,2217.00,4158.00,2628.00,10557.00,2488.00,3670.00,2254.00,14710.00,245.00,1125.00,1348.00,1013.00,3037.00,680.00,1550.00
9,Male,6,1523.00,874.00,1356.00,2350.00,2783.00,1886.00,4610.00,1513.00,5504.00,1350.00,2538.00,1172.00,6259.00,189.00,684.00,827.00,970.00,2401.00,422.00,1299.00
9,Male,7,4090.00,1675.00,2347.00,3857.00,3441.00,1696.00,5339.00,687.00,2249.00,824.00,1492.00,629.00,3268.00,84.00,371.00,426.00,443.00,1343.00,190.00,1408.00
9,Female,1,297.00,28.00,54.00,36.00,157.00,59.00,165.00,240.00,1169.00,731.00,1297.00,952.00,13698.00,2716.00,5410.00,4457.00,2509.00,2039.00,35.00,1221.00
9,Female,2,321.00,30.00,40.00,46.00,165.00,98.00,265.00,311.00,1595.00,761.00,1422.00,902.00,13729.00,984.00,2657.00,3247.00,2190.00,6998.00,449.00,900.00
9,Female,3,682.00,129.00,207.00,328.00,711.00,821.00,1758.00,1347.00,5177.00,1364.00,2782.00,1466.00,25191.00,985.00,3100.00,3964.00,2675.00,9585.00,1521.00,1370.00
9,Female,4,1031.00,345.00,520.00,974.00,1792.00,1971.00,3769.00,2620.00,8270.00,1723.00,3380.00,1846.00,23357.00,570.00,2297.00,2691.00,1675.00,5358.00,1022.00,1492.00
9,Female,5,1672.00,717.00,1257.00,2236.00,2990.00,2842.00,4417.00,2677.00,8581.00,1929.00,3190.00,2037.00,16785.00,371.00,1493.00,1719.00,1282.00,3368.00,574.00,1620.00
9,Female,6,2503.00,1144.00,1825.00,3037.00,3215.00,2269.00,4753.00,1392.00,4375.00,1369.00,2459.00,1284.00,6880.00,283.00,776.00,978.00,1128.00,2744.00,330.00,1404.00
9,Female,7,7656.00,1996.00,3213.00,4930.00,4269.00,2091.00,6348.00,949.00,2729.00,1179.00,1962.00,755.00,4105.00,103.00,447.00,414.00,664.00,1476.00,105.00,1704.00
14,Male,1,168.00,20.00,15.00,25.00,74.00,48.00,88.00,129.00,669.00,377.00,663.00,414.00,6124.00,1112.00,1852.00,1404.00,854.00,530.00,16.00,546.00
14,Male,2,175.00,24.00,39.00,30.00,73.00,50.00,133.00,131.00,852.00,373.00,702.00,410.00,5869.00,370.00,797.00,868.00,1028.00,2079.00,173.00,475.00
14,Male,3,323.00,55.00,106.00,146.00,286.00,221.00,453.00,323.00,2311.00,577.00,1287.00,648.00,9347.00,309.00,961.00,1007.00,1219.00,3149.00,629.00,676.00
14,Male,4,409.00,159.00,204.00,315.00,595.00,536.00,1077.00,718.00,4119.00,882.00,1571.00,846.00,7848.00,170.00,787.00,849.00,744.00,1849.00,548.00,676.00
14,Male,5,573.00,296.00,413.00,734.00,932.00,944.00,1532.00,992.00,4842.00,1130.00,1553.00,913.00,6387.00,110.00,501.00,518.00,529.00,1316.00,280.00,754.00
14,Male,6,586.00,329.00,530.00,937.00,1065.00,722.00,1776.00,647.00,2496.00,606.00,1140.00,501.00,2730.00,63.00,284.00,316.00,382.00,1028.00,237.00,630.00
14,Male,7,1408.00,695.00,951.00,1538.00,1228.00,619.00,2031.00,296.00,974.00,313.00,630.00,212.00,1322.00,33.00,141.00,158.00,164.00,588.00,160.00,666.00
14,Female,1,129.00,13.00,19.00,22.00,45.00,15.00,65.00,93.00,488.00,292.00,498.00,363.00,5556.00,1211.00,2262.00,1786.00,1151.00,693.00,25.00,522.00
14,Female,2,121.00,20.00,20.00,16.00,58.00,41.00,91.00,121.00,640.00,241.00,544.00,384.00,5259.00,392.00,1139.00,1289.00,1239.00,2671.00,232.00,438.00
14,Female,3,276.00,68.00,76.00,105.00,249.00,241.00,551.00,400.00,1926.00,517.00,1085.00,572.00,9639.00,408.00,1392.00,1522.00,1440.00,3704.00,692.00,578.00
14,Female,4,413.00,153.00,201.00,339.00,673.00,715.00,1311.00,851.00,3162.00,710.00,1350.00,779.00,8922.00,241.00,1057.00,957.00,831.00,1994.00,467.00,630.00
14,Female,5,652.00,307.00,480.00,848.00,1168.00,1184.00,1766.00,1110.00,3827.00,919.00,1422.00,856.00,7162.00,212.00,649.00,536.00,604.00,1207.00,223.00,752.00
14,Female,6,968.00,484.00,708.00,1306.00,1236.00,954.00,1811.00,644.00,1940.00,653.00,1114.00,600.00,2813.00,104.00,353.00,303.00,452.00,1042.00,113.00,680.00
14,Female,7,2721.00,867.00,1239.00,2033.00,1648.00,813.00,2536.00,365.00,1144.00,511.00,796.00,291.00,1624.00,57.00,186.00,145.00,238.00,516.00,78.00,884.00
10,Male,1,321.00,38.00,48.00,44.00,165.00,152.00,285.00,369.00,2195.00,914.00,1873.00,854.00,12687.00,1717.00,2768.00,2017.00,1112.00,750.00,12.00,899.00
10,Male,2,345.00,49.00,83.00,77.00,233.00,167.00,395.00,390.00,2715.00,1023.00,2134.00,860.00,12464.00,754.00,1782.00,2043.00,1801.00,3909.00,199.00,774.00
10,Male,3,667.00,166.00,254.00,350.00,734.00,665.00,1228.00,859.00,7015.00,1553.00,3482.00,1504.00,21215.00,652.00,2459.00,2902.00,2768.00,7014.00,1066.00,1241.00
10,Male,4,771.00,325.00,474.00,868.00,1400.00,1427.00,2802.00,1801.00,11680.00,2016.00,3553.00,1736.00,17147.00,340.00,1770.00,2288.00,1838.00,4755.00,1025.00,1262.00
10,Male,5,917.00,549.00,797.00,1584.00,2186.00,2111.00,3747.00,2162.00,11337.00,2152.00,3102.00,1635.00,12296.00,219.00,1074.00,1304.00,1142.00,2860.00,570.00,1245.00
10,Male,6,986.00,690.00,1065.00,1912.00,2195.00,1743.00,3887.00,1169.00,5067.00,1076.00,1905.00,906.00,4907.00,151.00,556.00,627.00,815.00,1899.00,295.00,977.00
10,Male,7,2101.00,1330.00,1854.00,3488.00,3061.00,1429.00,4035.00,546.00,1957.00,612.00,1058.00,444.00,2259.00,72.00,264.00,305.00,353.00,984.00,128.00,1000.00
10,Female,1,272.00,28.00,39.00,33.00,119.00,77.00,159.00,249.00,1402.00,631.00,1345.00,802.00,11276.00,2011.00,3915.00,3033.00,1594.00,1098.00,27.00,911.00
10,Female,2,321.00,47.00,39.00,42.00,169.00,140.00,322.00,359.00,1863.00,745.00,1463.00,775.00,11419.00,815.00,2513.00,3051.00,2360.00,5385.00,263.00,749.00
10,Female,3,592.00,134.00,218.00,325.00,644.00,796.00,1736.00,1078.00,5632.00,1273.00,2585.00,1249.00,21512.00,846.00,3135.00,3884.00,3052.00,8685.00,1057.00,1158.00
10,Female,4,839.00,342.00,469.00,846.00,1623.00,1866.00,3812.00,2217.00,8946.00,1559.00,3140.00,1475.00,18796.00,518.00,2353.00,2753.00,1927.00,4648.00,696.00,1336.00
10,Female,5,1284.00,624.00,1031.00,1989.00,2637.00,2752.00,4674.00,2429.00,8882.00,1641.00,2536.00,1526.00,12576.00,315.00,1340.00,1472.00,1252.00,2499.00,382.00,1286.00
10,Female,6,1550.00,961.00,1476.00,2749.00,2860.00,2210.00,4284.00,1090.00,3876.00,1143.00,1868.00,962.00,4787.00,194.00,569.00,658.00,955.00,1817.00,146.00,1049.00
10,Female,7,4207.00,1961.00,2730.00,4821.00,4052.00,1884.00,4838.00,629.00,2065.00,909.00,1288.00,539.00,2602.00,76.00,277.00,281.00,421.00,829.00,61.00,1322.00
11,Male,1,53.00,6.00,7.00,6.00,21.00,20.00,44.00,56.00,288.00,136.00,227.00,93.00,1474.00,152.00,250.00,144.00,87.00,54.00,3.00,104.00
11,Male,2,43.00,7.00,11.00,7.00,30.00,26.00,44.00,34.00,391.00,146.00,303.00,118.00,1635.00,110.00,318.00,248.00,288.00,575.00,23.00,99.00
11,Male,3,84.00,18.00,28.00,44.00,70.00,73.00,108.00,90.00,945.00,237.00,496.00,211.00,2930.00,99.00,506.00,449.00,555.00,1237.00,157.00,192.00
11,Male,4,74.00,32.00,51.00,83.00,162.00,135.00,192.00,206.00,1447.00,319.00,448.00,255.00,2374.00,60.00,316.00,330.00,332.00,806.00,128.00,142.00
11,Male,5,160.00,66.00,92.00,200.00,268.00,232.00,304.00,224.00,1419.00,297.00,418.00,229.00,1669.00,32.00,176.00,170.00,179.00,367.00,89.00,163.00
11,Male,6,214.00,85.00,137.00,235.00,263.00,179.00,369.00,115.00,617.00,155.00,246.00,103.00,674.00,15.00,61.00,90.00,113.00,265.00,39.00,115.00
11,Male,7,431.00,145.00,205.00,332.00,255.00,135.00,343.00,57.00,226.00,63.00,110.00,37.00,233.00,6.00,20.00,34.00,30.00,77.00,11.00,115.00
11,Female,1,27.00,9.00,4.00,2.00,15.00,11.00,18.00,38.00,174.00,85.00,163.00,86.00,1181.00,177.00,324.00,207.00,122.00,124.00,2.00,47.00
11,Female,2,34.00,2.00,2.00,5.00,22.00,16.00,36.00,43.00,243.00,120.00,222.00,89.00,1346.00,144.00,325.00,315.00,367.00,840.00,39.00,71.00
11,Female,3,48.00,18.00,18.00,25.00,66.00,58.00,91.00,103.00,601.00,184.00,391.00,163.00,2573.00,149.00,512.00,491.00,588.00,1474.00,187.00,122.00
11,Female,4,86.00,37.00,42.00,88.00,151.00,176.00,209.00,195.00,923.00,221.00,408.00,189.00,2326.00,54.00,321.00,315.00,315.00,687.00,88.00,102.00
11,Female,5,139.00,77.00,109.00,212.00,283.00,260.00,327.00,232.00,1018.00,229.00,386.00,211.00,1517.00,37.00,161.00,166.00,164.00,319.00,45.00,109.00
11,Female,6,292.00,122.00,155.00,257.00,292.00,197.00,340.00,118.00,513.00,117.00,221.00,109.00,579.00,20.00,67.00,74.00,104.00,176.00,21.00,101.00
11,Female,7,683.00,192.00,227.00,379.00,284.00,148.00,392.00,48.00,187.00,52.00,79.00,40.00,206.00,6.00,17.00,16.00,22.00,64.00,6.00,119.00
12,Male,1,55.00,4.00,1.00,6.00,16.00,13.00,28.00,23.00,240.00,109.00,277.00,154.00,2583.00,436.00,969.00,457.00,313.00,179.00,3.00,150.00
12,Male,2,62.00,3.00,3.00,10.00,21.00,6.00,34.00,39.00,283.00,152.00,359.00,167.00,2640.00,217.00,835.00,537.00,593.00,962.00,49.00,173.00
12,Male,3,118.00,12.00,20.00,18.00,56.00,44.00,82.00,77.00,743.00,303.00,625.00,306.00,5026.00,256.00,1355.00,959.00,996.00,2037.00,267.00,259.00
12,Male,4,93.00,24.00,34.00,60.00,108.00,124.00,198.00,168.00,1272.00,351.00,611.00,395.00,4325.00,126.00,778.00,741.00,681.00,1201.00,306.00,176.00
12,Male,5,110.00,43.00,70.00,129.00,207.00,183.00,353.00,236.00,1606.00,511.00,760.00,407.00,3757.00,97.00,487.00,516.00,429.00,793.00,180.00,167.00
12,Male,6,172.00,54.00,108.00,204.00,299.00,224.00,721.00,222.00,953.00,293.00,636.00,291.00,1785.00,56.00,258.00,268.00,265.00,554.00,129.00,193.00
12,Male,7,188.00,128.00,220.00,403.00,485.00,267.00,894.00,164.00,526.00,186.00,390.00,164.00,725.00,15.00,83.00,77.00,108.00,241.00,72.00,210.00
12,Female,1,36.00,3.00,3.00,1.00,7.00,4.00,19.00,21.00,123.00,72.00,196.00,104.00,1909.00,435.00,930.00,638.00,344.00,278.00,2.00,123.00
12,Female,2,45.00,1.00,6.00,5.00,14.00,7.00,29.00,24.00,189.00,97.00,203.00,133.00,2135.00,246.00,679.00,669.00,571.00,1406.00,73.00,116.00
12,Female,3,71.00,8.00,19.00,24.00,54.00,50.00,90.00,70.00,495.00,181.00,462.00,245.00,4467.00,242.00,944.00,1055.00,894.00,2443.00,321.00,215.00
12,Female,4,85.00,19.00,30.00,53.00,124.00,112.00,214.00,160.00,935.00,321.00,570.00,353.00,4334.00,166.00,669.00,734.00,556.00,1180.00,204.00,115.00
12,Female,5,130.00,44.00,84.00,167.00,274.00,220.00,402.00,277.00,1403.00,441.00,725.00,425.00,3878.00,89.00,420.00,417.00,432.00,688.00,142.00,163.00
12,Female,6,202.00,74.00,156.00,298.00,316.00,286.00,745.00,253.00,883.00,330.00,609.00,324.00,1579.00,72.00,214.00,226.00,236.00,495.00,100.00,213.00
12,Female,7,444.00,196.00,346.00,710.00,715.00,377.00,1274.00,210.00,648.00,265.00,459.00,201.00,866.00,19.00,81.00,59.00,70.00,155.00,35.00,238.00